# CSV-File created with merge-csv.com
# -----------------------------------------------------------

,Invoice No,Line Item,Month,Order Date,Order Type,Material,Mat. Grp Desc,Batch No,Base UoM,Qty in Sales Unit,Sales Unit,Sales Qty,Frieght Charged,Freight Incurred,Interest,Net Value /KL (NET_VAL_KL),Packing Cost /KL,Total Packing Cost,RM Cost /KL,Total RM Cost,Total Variable Cost,Total Value,NET_CONT_KL,DENSITY,Sales District,Region,REG_DESC,Payer,Customer,Employee,Sales manager,Industry Code,Customer Grp,Industry Desc,MATKL,Mat Grp1 Text,Mat Grp 2 Text,City,Doc Curr,Plant,Plant Desc,CGST,SGST,UGST,IGST,Commission_N,Basic Sale Price,Credit Days,Discount,Revenue,hierarchical_cluster
1,9501684613,10,1,2024-01-03,0,12,21,1,0,11.973,0,11.973,0.0,826.86,1757.88,70673.14,0.0,0.0,70856.26,848362.0,72614.14,846169.51,-1941.0,0.826,6,13,5,53,57,16,9,7,57,8,0,0,14,210,0,1010,0,78123.83,78123.83,0.0,0.0,1000,72500.0,60,0,868042.5,0
4,9501684620,10,1,2024-01-04,0,33,19,68,0,32.0,2,6.688,0.0,536.33,6328.36,77484.72,8978.95,60051.22,71699.41,479525.65,78027.77,518217.81,-543.05,0.823,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,52367.04,52367.04,0.0,0.0,0,87000.0,180,0,581856.0,0
5,9501684621,10,1,2024-01-04,0,33,19,68,0,32.0,2,6.688,0.0,536.33,6328.36,77484.72,8978.95,60051.22,71699.41,479525.65,78027.77,518217.81,-543.05,0.823,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,52367.04,52367.04,0.0,0.0,0,87000.0,180,0,581856.0,0
6,9501684631,10,1,2024-01-04,0,33,19,1,0,40.0,2,8.36,0.0,429.07,6328.36,77647.48,8923.45,74600.04,72513.44,606212.36,78841.8,649132.93,-1194.32,0.826,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,65458.8,65458.8,0.0,0.0,0,87000.0,180,0,727320.0,0
9,9501684633,10,1,2024-01-04,0,33,19,1,0,15.0,2,3.135,0.0,0.0,0.0,74576.55,8923.45,27975.02,72513.44,227329.63,72513.44,233797.48,2063.11,0.826,6,13,5,89,80,16,9,0,79,0,0,0,14,124,0,1010,0,23559.53,23559.53,0.0,0.0,0,83500.0,0,0,261772.49999999997,0
10,9501684637,10,1,2024-01-04,0,33,19,1,0,32.0,2,6.688,0.0,536.33,6328.36,77540.22,8923.45,59680.03,72513.44,484969.89,78841.8,518588.99,-1301.58,0.826,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,52367.04,52367.04,0.0,0.0,0,87000.0,180,0,581856.0,0
11,9501684638,10,1,2024-01-04,0,33,19,1,0,25.0,2,5.225,0.0,0.0,0.0,73076.55,8923.45,46625.03,72513.44,378882.72,72513.44,381824.97,563.11,0.826,5,13,5,312,294,11,10,8,282,9,0,0,14,157,0,1010,0,38560.5,38560.5,0.0,0.0,0,82000.0,0,0,428449.99999999994,0
13,9501684650,10,1,2024-01-04,0,33,19,1,0,14.0,2,2.926,0.0,996.58,6328.36,77079.97,8923.45,26110.01,72513.44,212174.33,78841.8,225535.99,-1761.83,0.826,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,22910.58,22910.58,0.0,0.0,0,87000.0,180,0,254562.0,0
14,9501684669,10,1,2024-01-05,0,33,19,1,0,2.0,2,0.418,0.0,0.0,2060.96,75076.55,8923.45,3730.0,72513.44,30310.62,74574.4,31382.0,502.15,0.826,6,13,5,53,57,16,9,7,57,8,0,0,14,210,0,1010,0,3197.7,3197.7,0.0,0.0,1000,85000.0,60,0,35530.0,0
15,9501684673,11,1,2024-01-05,0,17,20,1,0,3.0,2,0.078,0.0,0.0,0.0,72884.6,14615.4,1140.0,70856.26,5526.79,70856.26,5685.0,2028.34,0.826,3,30,1,193,188,3,7,0,182,0,0,0,14,76,0,1010,0,0.0,0.0,0.0,1228.5,0,87500.0,0,0,6825.0,0
16,9501684673,12,1,2024-01-05,0,17,20,68,0,47.0,2,1.222,0.0,0.0,0.0,72884.61,14615.39,17860.01,71699.41,87616.68,71699.41,89064.99,1185.2,0.0,3,30,1,193,188,3,7,0,182,0,0,0,14,76,0,1010,0,0.0,0.0,0.0,19246.5,0,87500.0,0,0,106925.0,0
17,9501684674,10,1,2024-01-05,0,17,20,68,0,50.0,2,1.3,0.0,0.0,604.55,73384.61,14615.39,19000.01,71699.41,93209.23,72303.96,95399.99,1080.65,0.0,3,30,1,257,234,3,7,0,226,0,0,0,14,190,0,1010,0,0.0,0.0,0.0,20592.0,0,88000.0,17,0,114400.0,0
19,9501684676,10,1,2024-01-05,0,12,21,1,0,19.891,0,19.891,0.0,2355.76,0.0,69644.24,0.0,0.0,70856.26,1409401.87,70856.26,1385293.58,-1212.02,0.826,5,13,5,35,40,11,10,8,40,9,0,0,14,109,0,1010,0,128893.68,128893.68,0.0,0.0,0,72000.0,0,0,1432151.9999999998,0
20,9501684686,10,1,2024-01-05,0,12,21,1,0,19.903,0,19.903,0.0,1968.21,0.0,70031.79,0.0,0.0,70856.26,1410252.14,70856.26,1393842.72,-824.47,0.826,5,13,5,57,59,11,10,8,60,9,0,0,14,55,0,1010,0,128971.44,128971.44,0.0,0.0,0,72000.0,0,0,1433016.0,0
24,9501684694,10,1,2024-01-05,0,17,20,1,0,50.0,2,1.3,0.0,0.0,0.0,73384.6,14615.4,19000.02,70856.26,92113.14,70856.26,95399.98,2528.34,0.826,3,30,1,9,20,3,7,12,20,12,0,0,14,138,0,1010,0,0.0,0.0,0.0,20592.0,0,88000.0,0,0,114400.0,0
29,9501684708,10,1,2024-01-06,0,33,19,1,0,30.0,2,6.27,0.0,0.0,0.0,74576.55,8923.45,55950.03,72513.44,454659.27,72513.44,467594.97,2063.11,0.826,5,13,5,166,161,11,10,0,154,0,0,0,14,47,0,1010,0,47119.05,47119.05,0.0,0.0,0,83500.0,0,0,523544.99999999994,0
30,9501684709,10,1,2024-01-06,0,17,20,1,0,100.0,2,2.6,0.0,0.0,0.0,72884.6,14615.4,38000.04,70856.26,184226.28,70856.26,189499.96,2028.34,0.826,5,12,4,191,182,12,10,10,175,4,0,0,14,161,0,1010,0,0.0,0.0,0.0,40950.0,0,87500.0,0,0,227500.0,0
35,9501684717,10,1,2024-01-06,0,33,19,1,0,10.0,2,2.09,0.0,0.0,1111.27,77011.95,8923.45,18650.01,72513.44,151553.09,73624.71,160954.98,3387.24,0.826,6,13,5,194,192,16,9,0,186,0,0,0,14,146,0,1010,0,0.0,0.0,0.0,32328.9,0,85935.4,32,0,179604.98599999998,0
36,9501684718,10,1,2024-01-06,0,33,19,1,0,20.0,2,4.18,0.0,0.0,0.0,74576.55,8923.45,37300.02,72513.44,303106.18,72513.44,311729.98,2063.11,0.826,5,13,5,202,194,11,10,0,188,0,0,0,14,157,0,1010,0,31412.7,31412.7,0.0,0.0,0,83500.0,0,0,349030.0,0
38,9501684722,10,1,2024-01-06,0,33,19,1,0,15.0,2,3.135,0.0,0.0,0.0,74576.55,8923.45,27975.02,72513.44,227329.63,72513.44,233797.48,2063.11,0.826,6,13,5,89,80,16,9,0,79,0,0,0,14,124,0,1010,0,23559.53,23559.53,0.0,0.0,0,83500.0,0,0,261772.49999999997,0
40,9501684739,10,1,2024-01-06,0,7,28,2,0,6.901,0,6.901,0.0,2064.92,0.0,70435.08,0.0,0.0,72250.59,498601.32,72250.59,486072.49,-1815.51,0.826,6,13,5,66,54,17,8,8,54,9,0,0,17,143,0,1010,0,45029.03,45029.03,0.0,0.0,0,72500.0,0,0,500322.5,0
43,9501684746,10,1,2024-01-08,0,33,19,1,0,30.0,2,6.27,0.0,1260.93,0.0,75315.62,8923.45,55950.03,72513.44,454659.27,72513.44,472228.94,2802.18,0.826,5,13,5,290,292,11,10,7,280,8,0,0,14,159,0,1010,0,48247.65,48247.65,0.0,0.0,0,85500.0,0,0,536085.0,0
44,9501684748,10,1,2024-01-08,0,12,21,1,0,11.937,0,11.937,0.0,745.58,1757.88,70754.42,0.0,0.0,70856.26,845811.18,72614.14,844595.51,-1859.72,0.826,6,13,5,53,57,16,9,7,57,8,0,0,14,210,0,1010,0,77888.93,77888.93,0.0,0.0,1000,72500.0,60,0,865432.5,0
46,9501684759,10,1,2024-01-08,0,17,20,1,0,50.0,2,1.3,0.0,0.0,0.0,73384.6,14615.4,19000.02,70856.26,92113.14,70856.26,95399.98,2528.34,0.826,3,30,1,82,94,3,7,1,92,1,0,0,14,169,0,1010,0,0.0,0.0,0.0,20592.0,0,88000.0,0,0,114400.0,0
47,9501684789,10,1,2024-01-09,0,17,20,1,0,50.0,2,1.3,0.0,0.0,0.0,72884.6,14615.4,19000.02,70856.26,92113.14,70856.26,94749.98,2028.34,0.826,5,6,2,151,157,10,6,0,150,0,0,0,14,206,0,1010,0,0.0,0.0,0.0,20475.0,0,87500.0,0,0,113750.0,0
51,9501684801,10,1,2024-01-09,0,17,20,1,0,50.0,2,1.3,0.0,0.0,0.0,72884.6,14615.4,19000.02,70856.26,92113.14,70856.26,94749.98,2028.34,0.826,5,6,2,163,150,10,6,0,143,0,0,0,14,22,0,1010,0,0.0,0.0,0.0,20475.0,0,87500.0,0,0,113750.0,0
57,9501684838,10,1,2024-01-10,0,33,19,1,0,35.0,2,7.315,0.0,490.36,6073.77,74086.19,8923.45,65275.04,72513.44,530435.81,78587.21,541940.48,-4501.02,0.826,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,54972.23,54972.23,0.0,0.0,0,83500.0,180,0,610802.5,0
58,9501684845,10,1,2024-01-10,0,33,19,1,0,35.0,2,7.315,0.0,490.36,6073.77,74086.19,8923.45,65275.04,72513.44,530435.81,78587.21,541940.48,-4501.02,0.826,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,54972.23,54972.23,0.0,0.0,0,83500.0,180,0,610802.5,0
59,9501684849,10,1,2024-01-10,0,17,20,1,0,100.0,2,2.6,0.0,0.0,0.0,72884.6,14615.4,38000.04,70856.26,184226.28,70856.26,189499.96,2028.34,0.826,3,30,1,270,258,3,7,8,251,9,0,0,14,110,0,1010,0,0.0,0.0,0.0,40950.0,0,87500.0,0,0,227500.0,0
61,9501684860,10,1,2024-01-10,0,33,19,1,0,30.0,2,6.27,0.0,572.09,6073.77,74004.46,8923.45,55950.03,72513.44,454659.27,78587.21,464007.96,-4582.75,0.826,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,47119.05,47119.05,0.0,0.0,0,83500.0,180,0,523544.99999999994,0
62,9501684884,10,1,2024-01-11,0,33,19,1,0,10.0,2,2.09,0.0,0.0,0.0,74576.55,8923.45,18650.01,72513.44,151553.09,72513.44,155864.99,2063.11,0.826,6,13,5,165,155,16,9,8,148,9,0,0,14,51,0,1010,0,15706.35,15706.35,0.0,0.0,0,83500.0,0,0,174515.0,0
63,9501684898,10,1,2024-01-11,0,27,26,64,0,21.0,2,4.389,0.0,8614.38,2364.04,79962.17,8923.45,39165.02,75910.0,333168.99,78274.04,350953.96,1688.13,0.826,5,13,5,207,200,11,10,8,194,9,0,0,17,60,0,1010,0,0.0,0.0,0.0,77026.95,0,97500.0,60,0,427927.5,0
64,9501684899,10,1,2024-01-11,0,33,19,1,0,40.0,2,8.36,0.0,805.14,1509.35,73271.41,8923.45,74600.04,72513.44,606212.36,74022.79,612548.99,-751.38,0.826,6,13,5,115,100,17,8,8,97,9,0,0,14,198,0,1010,0,62449.2,62449.2,0.0,0.0,0,83000.0,45,0,693880.0,0
66,9501684908,10,1,2024-01-11,0,16,27,7,0,50.0,2,1.3,0.0,7478.46,3697.6,68252.31,15769.23,20500.0,72798.61,94638.19,76496.21,88728.0,-8243.9,0.0,4,1,0,103,95,6,12,7,181,8,0,0,17,175,0,1010,0,0.0,0.0,0.0,21411.0,0,91500.0,100,0,118950.0,0
67,9501684919,10,1,2024-01-12,0,12,21,9,0,13.993,0,13.993,0.0,794.97,1277.49,69455.03,0.0,0.0,71498.54,1000479.07,72776.03,971884.23,-3321.0,0.824,6,13,5,115,100,17,8,8,97,9,0,0,14,198,0,1010,0,88470.74,88470.74,0.0,0.0,0,70250.0,45,0,983008.25,0
68,9501684920,10,1,2024-01-12,0,33,19,1,0,5.0,2,1.045,0.0,0.0,0.0,76076.55,8923.45,9325.01,72513.44,75776.54,72513.44,79499.99,3563.11,0.826,6,13,5,144,143,15,14,12,138,12,0,0,14,124,0,1010,0,7994.25,7994.25,0.0,0.0,0,85000.0,0,0,88825.0,0
78,9501684948,20,1,2024-01-13,0,17,20,1,0,135.0,2,3.51,0.0,0.0,1430.55,73884.6,14615.4,51300.05,70856.26,248705.47,72286.81,259334.95,1597.79,0.826,0,25,7,45,41,0,4,0,42,0,0,0,14,105,0,1010,0,0.0,0.0,0.0,55914.3,0,88500.0,40,0,310635.0,0
84,9501684975,10,1,2024-01-15,0,33,19,1,0,10.0,2,2.09,0.0,0.0,0.0,74576.55,8923.45,18650.01,72513.44,151553.09,72513.44,155864.99,2063.11,0.826,6,13,5,333,313,16,9,0,300,0,0,0,14,148,0,1010,0,15706.35,15706.35,0.0,0.0,0,83500.0,0,0,174515.0,0
92,9501685071,21,1,2024-01-18,0,17,20,1,0,36.0,2,0.936,0.0,0.0,0.0,72884.6,14615.4,13680.01,70856.26,66321.46,70856.26,68219.99,2028.34,0.826,6,13,5,89,80,16,9,0,79,0,0,0,14,124,0,1010,0,7371.0,7371.0,0.0,0.0,0,87500.0,0,0,81900.0,0
93,9501685071,22,1,2024-01-18,0,17,20,9,0,14.0,2,0.364,0.0,0.0,0.0,72884.6,14615.4,5320.01,71498.54,26025.47,71498.54,26529.99,1386.06,0.0,6,13,5,89,80,16,9,0,79,0,0,0,14,124,0,1010,0,2866.5,2866.5,0.0,0.0,0,87500.0,0,0,31850.0,0
99,9501685087,10,1,2024-01-18,0,12,21,9,0,11.663,0,11.663,0.0,2829.46,0.0,69170.54,0.0,0.0,71498.54,833887.47,71498.54,806736.01,-2328.0,0.824,5,13,5,11,18,11,10,8,18,9,0,0,14,45,0,1010,0,75576.24,75576.24,0.0,0.0,0,72000.0,0,0,839736.0,0
100,9501685101,20,1,2024-01-19,0,17,20,9,0,51.0,2,1.326,0.0,0.0,0.0,72884.6,14615.4,19380.02,71498.54,94807.06,71498.54,96644.98,1386.06,0.0,6,13,5,165,155,16,9,8,148,9,0,0,14,51,0,1010,0,10442.25,10442.25,0.0,0.0,0,87500.0,0,0,116025.0,0
101,9501685102,10,1,2024-01-19,0,33,19,1,0,15.0,2,3.135,0.0,0.0,0.0,74576.55,8923.45,27975.02,72513.44,227329.63,72513.44,233797.48,2063.11,0.826,6,13,5,89,80,16,9,0,79,0,0,0,14,124,0,1010,0,23559.53,23559.53,0.0,0.0,0,83500.0,0,0,261772.49999999997,0
102,9501685107,10,1,2024-01-19,0,33,19,1,0,10.0,2,2.09,0.0,0.0,0.0,74576.55,8923.45,18650.01,72513.44,151553.09,72513.44,155864.99,2063.11,0.826,6,13,5,333,313,16,9,0,300,0,0,0,14,148,0,1010,0,15706.35,15706.35,0.0,0.0,0,83500.0,0,0,174515.0,0
105,9501685112,10,1,2024-01-19,0,17,20,9,0,50.0,2,1.3,0.0,9024.41,1567.95,73360.19,14615.4,19000.02,71498.54,92948.1,73066.49,95368.25,293.7,0.0,0,25,7,186,172,0,4,0,167,0,0,0,14,48,0,1010,0,0.0,0.0,0.0,22698.0,0,97000.0,40,0,126100.0,0
107,9501685114,10,1,2024-01-19,0,33,19,9,0,20.0,2,4.18,0.0,0.0,0.0,74576.55,8923.45,37300.02,72795.16,304283.77,72795.16,311729.98,1781.39,0.824,5,13,5,286,271,11,10,0,263,0,0,0,14,104,0,1010,0,31412.7,31412.7,0.0,0.0,0,83500.0,0,0,349030.0,0
109,9501685120,11,1,2024-01-19,0,33,19,1,0,36.0,2,7.524,0.0,429.07,6073.77,74147.48,8923.45,67140.04,72513.44,545591.12,78587.21,557885.64,-4439.73,0.826,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,56542.86,56542.86,0.0,0.0,0,83500.0,180,0,628254.0,0
110,9501685120,12,1,2024-01-19,0,33,19,9,0,4.0,2,0.836,0.0,429.07,6073.77,74147.48,8923.45,7460.0,72795.16,60856.75,78868.93,61987.29,-4721.45,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,6282.54,6282.54,0.0,0.0,0,83500.0,180,0,69806.0,0
111,9501685125,10,1,2024-01-19,0,17,20,9,0,100.0,2,2.6,0.0,9313.46,1576.03,73571.14,14615.4,38000.04,71498.54,185896.2,73074.57,191284.96,496.57,0.0,0,25,7,91,79,0,4,8,78,9,0,0,14,105,0,1010,0,0.0,0.0,0.0,45630.0,0,97500.0,40,0,253500.0,0
114,9501685150,10,1,2024-01-20,0,33,19,9,0,20.0,2,4.18,0.0,0.0,0.0,72076.55,8923.45,37300.02,72795.16,304283.77,72795.16,301279.98,-718.61,0.824,5,13,5,260,226,11,10,8,217,9,0,0,14,20,0,1010,0,30472.2,30472.2,0.0,0.0,0,81000.0,0,0,338580.0,0
120,9501685177,10,1,2024-01-22,0,33,19,9,0,36.0,2,7.524,0.0,476.74,6073.77,74099.81,8923.45,67140.04,72795.16,547710.78,78868.93,557526.97,-4769.12,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,56542.86,56542.86,0.0,0.0,0,83500.0,180,0,628254.0,0
121,9501685178,10,1,2024-01-22,0,33,19,9,0,35.0,2,7.315,0.0,490.36,6073.77,74086.19,8923.45,65275.04,72795.16,532496.6,78868.93,541940.48,-4782.74,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,54972.23,54972.23,0.0,0.0,0,83500.0,180,0,610802.5,0
122,9501685179,10,1,2024-01-22,0,33,19,9,0,40.0,2,8.36,0.0,429.07,6073.77,74147.48,8923.45,74600.04,72795.16,608567.54,78868.93,619872.93,-4721.45,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,62825.4,62825.4,0.0,0.0,0,83500.0,180,0,698060.0,0
123,9501685180,10,1,2024-01-22,0,33,19,9,0,40.0,2,8.36,0.0,429.07,6073.77,74147.48,8923.45,74600.04,72795.16,608567.54,78868.93,619872.93,-4721.45,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,62825.4,62825.4,0.0,0.0,0,83500.0,180,0,698060.0,0
127,9501685210,10,1,2024-01-23,0,12,21,9,0,12.015,0,12.015,0.0,823.97,1757.88,70676.03,0.0,0.0,71498.54,859054.96,73256.42,849172.5,-2580.39,0.824,6,13,5,53,57,16,9,7,57,8,0,0,14,210,0,1010,0,78397.88,78397.88,0.0,0.0,1000,72500.0,60,0,871087.5,0
128,9501685211,10,1,2024-01-23,0,33,19,9,0,19.0,2,3.971,0.0,245.18,6073.77,74331.37,8923.45,35435.02,72795.16,289069.58,78868.93,295169.87,-4537.56,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,29842.07,29842.07,0.0,0.0,0,83500.0,180,0,331578.5,0
130,9501685213,10,1,2024-01-23,0,33,19,9,0,40.0,2,8.36,0.0,429.07,6073.77,74147.48,8923.45,74600.04,72795.16,608567.54,78868.93,619872.93,-4721.45,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,62825.4,62825.4,0.0,0.0,0,83500.0,180,0,698060.0,0
132,9501685219,10,1,2024-01-24,0,33,19,9,0,10.0,2,2.09,0.0,1673.68,1349.73,72902.87,8923.45,18650.01,72795.16,152141.88,74144.89,152367.0,-1242.02,0.824,6,13,5,32,36,16,9,8,36,9,0,0,14,6,0,1010,0,15706.35,15706.35,0.0,0.0,0,83500.0,40,0,174515.0,0
135,9501685224,10,1,2024-01-24,0,33,19,9,0,15.0,2,3.135,0.0,0.0,1024.42,75576.55,8923.45,27975.02,72795.16,228212.83,73819.58,236932.48,1756.97,0.824,6,13,5,128,128,16,9,0,124,0,0,0,14,124,0,1010,0,23841.68,23841.68,0.0,0.0,0,84500.0,30,0,264907.5,0
136,9501685232,10,1,2024-01-24,0,33,19,9,0,25.0,2,5.225,0.0,0.0,0.0,74576.55,8923.45,46625.03,72795.16,380354.71,72795.16,389662.47,1781.39,0.824,5,13,5,294,282,11,10,0,270,0,0,0,14,102,0,1010,0,39265.88,39265.88,0.0,0.0,0,83500.0,0,0,436287.49999999994,0
137,9501685232,20,1,2024-01-24,0,17,20,9,0,100.0,2,2.6,0.0,0.0,0.0,72884.6,14615.4,38000.04,71498.54,185896.2,71498.54,189499.96,1386.06,0.0,5,13,5,294,282,11,10,0,270,0,0,0,14,102,0,1010,0,20475.0,20475.0,0.0,0.0,0,87500.0,0,0,227500.0,0
140,9501685236,10,1,2024-01-24,0,33,19,9,0,40.0,2,8.36,0.0,1117.82,3428.47,73958.73,8923.45,74600.04,72795.16,608567.54,76223.63,618294.98,-2264.9,0.824,5,13,5,159,149,11,10,7,142,8,0,0,14,157,0,1010,0,63201.6,63201.6,0.0,0.0,0,84000.0,101,0,702240.0,0
141,9501685242,10,1,2024-01-24,0,33,19,9,0,30.0,2,6.27,0.0,0.0,0.0,74576.55,8923.45,55950.03,72795.16,456425.65,72795.16,467594.97,1781.39,0.824,5,13,5,166,161,11,10,0,154,0,0,0,14,47,0,1010,0,47119.05,47119.05,0.0,0.0,0,83500.0,0,0,523544.99999999994,0
142,9501685243,10,1,2024-01-24,0,33,19,9,0,20.0,2,4.18,0.0,0.0,0.0,74576.55,8923.45,37300.02,72795.16,304283.77,72795.16,311729.98,1781.39,0.824,5,13,5,202,194,11,10,0,188,0,0,0,14,157,0,1010,0,31412.7,31412.7,0.0,0.0,0,83500.0,0,0,349030.0,0
148,9501685270,10,1,2024-01-25,0,33,19,9,0,3.0,2,0.627,0.0,0.0,2060.96,76076.55,8923.45,5595.0,72795.16,45642.57,74856.12,47700.0,1220.43,0.824,6,13,5,53,57,16,9,7,57,8,0,0,14,210,0,1010,0,4796.55,4796.55,0.0,0.0,0,85000.0,60,0,53295.0,0
149,9501685274,10,1,2024-01-25,0,17,20,9,0,50.0,2,1.3,0.0,0.0,1072.91,73884.6,14615.4,19000.02,71498.54,92948.1,72571.45,96049.98,1313.15,0.0,5,6,2,61,56,10,6,0,56,0,0,0,14,5,0,1010,0,0.0,0.0,0.0,20709.0,0,88500.0,30,0,115050.0,0
150,9501685285,10,1,2024-01-25,0,12,21,9,0,11.954,0,11.954,0.0,1483.19,0.0,70016.81,0.0,0.0,71498.54,854693.55,71498.54,836980.95,-1481.73,0.824,5,13,5,33,34,11,10,12,34,12,0,0,14,157,0,1010,0,76923.99,76923.99,0.0,0.0,0,71500.0,0,0,854711.0,0
151,9501685289,10,1,2024-01-27,0,7,28,7,0,8.434,0,8.434,0.0,826.42,5382.74,73173.58,0.0,0.0,72798.61,613983.48,78181.35,617145.97,-5007.77,0.824,6,13,5,31,37,16,9,7,37,8,0,0,17,6,0,1010,0,56170.44,56170.44,0.0,0.0,0,74000.0,180,0,624116.0,0
156,9501685315,20,1,2024-01-27,0,27,26,7,0,24.0,2,5.016,0.0,715.11,6182.88,75361.45,8923.44,44759.98,72798.61,365157.83,78981.49,378013.03,-3620.04,0.824,6,13,5,31,37,16,9,7,37,8,0,0,17,6,0,1010,0,38372.4,38372.4,0.0,0.0,0,85000.0,180,0,426360.0,0
159,9501685340,10,1,2024-01-29,0,33,19,9,0,35.0,2,7.315,0.0,490.36,6073.77,74086.19,8923.45,65275.04,72795.16,532496.6,78868.93,541940.48,-4782.74,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,54972.23,54972.23,0.0,0.0,0,83500.0,180,0,610802.5,0
160,9501685342,10,1,2024-01-29,0,33,19,9,0,15.0,2,3.135,0.0,0.0,0.0,74576.55,8923.45,27975.02,72795.16,228212.83,72795.16,233797.48,1781.39,0.824,6,13,5,89,80,16,9,0,79,0,0,0,14,124,0,1010,0,23559.53,23559.53,0.0,0.0,0,83500.0,0,0,261772.49999999997,0
162,9501685344,10,1,2024-01-29,0,33,19,9,0,32.0,2,6.688,0.0,490.36,6073.77,74086.19,8923.45,59680.03,72795.16,486854.03,78868.93,495488.44,-4782.74,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,50260.32,50260.32,0.0,0.0,0,83500.0,180,0,558448.0,0
164,9501685350,10,1,2024-01-29,0,33,19,9,0,10.0,2,2.09,0.0,0.0,1041.82,77011.95,8923.45,18650.01,72795.16,152141.88,73836.98,160954.98,3174.97,0.824,6,13,5,194,192,16,9,0,186,0,0,0,14,146,0,1010,0,0.0,0.0,0.0,32328.9,0,85935.4,30,0,179604.98599999998,0
167,9501685368,10,1,2024-01-29,0,33,19,9,0,40.0,2,8.36,0.0,429.07,6073.77,74147.48,8923.45,74600.04,72795.16,608567.54,78868.93,619872.93,-4721.45,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,62825.4,62825.4,0.0,0.0,0,83500.0,180,0,698060.0,0
170,9501685380,10,1,2024-01-30,0,12,21,9,0,19.976,0,19.976,0.0,2350.02,0.0,69149.98,0.0,0.0,71498.54,1428254.84,71498.54,1381340.0,-2348.56,0.824,5,13,5,35,40,11,10,8,40,9,0,0,14,109,0,1010,0,128545.56,128545.56,0.0,0.0,0,71500.0,0,0,1428284.0,0
172,9501685384,10,1,2024-01-30,0,12,21,9,0,9.976,0,9.976,0.0,1777.27,2783.3,70722.73,0.0,0.0,71498.54,713269.44,74281.84,705529.95,-3559.11,0.824,5,13,5,19,4,11,10,7,4,8,0,0,14,157,0,1010,0,65093.4,65093.4,0.0,0.0,0,72500.0,95,0,723260.0000000001,0
173,9501685387,10,1,2024-01-30,0,33,19,9,0,16.0,2,3.344,0.0,0.0,0.0,74576.55,8923.45,29840.02,72795.16,243427.02,72795.16,249383.98,1781.39,0.824,6,13,5,120,110,16,9,8,106,9,0,0,14,132,0,1010,0,25130.16,25130.16,0.0,0.0,0,83500.0,0,0,279224.0,0
174,9501685389,10,1,2024-01-30,0,33,19,9,0,4.0,2,0.836,0.0,0.0,2024.59,74576.55,8923.45,7460.0,72795.16,60856.75,74819.75,62346.0,-243.2,0.824,6,13,5,84,85,16,9,7,83,8,0,0,14,133,0,1010,0,6282.54,6282.54,0.0,0.0,0,83500.0,60,0,69806.0,0
181,9501685427,10,1,2024-01-31,0,33,19,9,0,8.0,2,1.672,0.0,0.0,0.0,74826.55,8923.45,14920.01,72795.16,121713.51,72795.16,125109.99,2031.39,0.824,6,13,5,160,167,15,14,6,161,7,0,0,14,198,0,1010,0,12602.7,12602.7,0.0,0.0,0,83750.0,0,0,140030.0,0
182,9501685429,10,1,2024-01-31,0,12,21,9,0,19.903,0,19.903,0.0,2350.04,0.0,69149.96,0.0,0.0,71498.54,1423035.44,71498.54,1376291.65,-2348.58,0.824,5,13,5,57,59,11,10,8,60,9,0,0,14,55,0,1010,0,128075.81,128075.81,0.0,0.0,0,71500.0,0,0,1423064.5,0
184,9501685434,10,1,2024-01-31,0,0,16,8,0,9.988,0,9.988,0.0,1775.13,2870.79,72224.87,0.0,0.0,66081.63,660023.32,68952.42,721382.0,3272.45,0.824,5,13,5,19,4,11,10,7,4,8,0,0,11,157,0,1010,0,66520.08,66520.08,0.0,0.0,0,74000.0,96,0,739112.0,0
188,9501685470,10,0,2024-02-01,0,33,19,9,0,30.0,2,6.27,0.0,0.0,0.0,83576.55,8923.45,55950.03,72795.16,456425.65,72795.16,524024.97,10781.39,0.824,6,13,5,129,134,15,14,7,129,8,0,0,14,210,0,1010,0,52197.75,52197.75,0.0,0.0,0,92500.0,0,0,579975.0,0
